"TestCaseId","RevisionDate","OldState","NewState"
"2817357","2026-08-17T23:20:58.317Z","Design","Ready"
"2817358","2026-07-21T02:34:13.503Z","","Design"
"2817358","2026-08-17T23:21:07.917Z","Design","Ready"
"2817359","2026-07-21T02:34:13.503Z","","Design"
"2817359","2026-08-17T23:21:17.173Z","Design","Ready"
"2817360","2026-07-21T02:34:13.503Z","","Design"
"2817360","2026-08-17T23:21:24.16Z","Design","Ready"
"2817361","2026-07-21T02:34:13.503Z","","Design"
"2817361","2026-08-17T23:21:30.617Z","Design","Ready"
"2817362","2026-07-21T02:34:13.503Z","","Design"
"2817362","2026-08-17T23:21:38.067Z","Design","Ready"
"2817363","2026-07-21T02:34:13.503Z","","Design"
"2817363","2026-08-17T23:21:45.46Z","Design","Ready"
"2817364","2026-07-21T02:34:13.503Z","","Design"
"2817364","2026-08-17T23:22:06.89Z","Design","Ready"
"2817365","2026-07-21T02:34:13.503Z","","Design"
"2817365","2026-08-17T23:22:18.217Z","Design","Ready"
"2817366","2026-07-21T02:34:13.503Z","","Design"
"2817366","2026-08-17T23:22:35.353Z","Design","Ready"
"2817367","2026-07-21T02:34:13.503Z","","Design"
"2817367","2026-08-17T23:22:46.897Z","Design","Ready"
"2817368","2026-07-21T02:34:13.503Z","","Design"
"2817368","2026-08-17T23:22:53.85Z","Design","Ready"
"2817369","2026-07-21T02:34:13.503Z","","Design"
"2817369","2026-08-17T23:23:03.133Z","Design","Ready"
"2817370","2026-07-21T02:34:13.503Z","","Design"
"2817370","2026-08-17T23:23:09.557Z","Design","Ready"
"2817371","2026-07-21T02:34:13.503Z","","Design"
"2817371","2026-08-17T23:23:16.473Z","Design","Ready"
"2817372","2026-07-21T02:34:13.503Z","","Design"
"2817372","2026-08-17T23:23:25.667Z","Design","Ready"
"2817373","2026-07-21T02:34:13.503Z","","Design"
"2817373","2026-08-17T23:23:35.703Z","Design","Ready"
"2817374","2026-07-21T02:34:13.503Z","","Design"
"2817374","2026-08-17T23:23:45.103Z","Design","Ready"
"2817375","2026-07-21T02:34:13.503Z","","Design"
"2817375","2026-08-17T23:23:54.307Z","Design","Ready"
"2817376","2026-07-21T02:34:13.503Z","","Design"
"2817376","2026-08-17T23:24:04.09Z","Design","Ready"
"2817377","2026-07-21T02:34:13.503Z","","Design"
"2817377","2026-08-17T23:24:10.48Z","Design","Ready"
"2817378","2026-07-21T02:34:13.503Z","","Design"
"2817378","2026-08-17T23:24:17.693Z","Design","Ready"
"2817379","2026-07-21T02:34:13.503Z","","Design"
"2817379","2026-08-17T23:24:27.65Z","Design","Ready"
"2817380","2026-07-21T02:34:13.503Z","","Design"
"2817380","2026-08-17T23:24:36.943Z","Design","Ready"
"2817381","2026-07-21T02:34:13.503Z","","Design"
"2817381","2026-08-17T23:24:46.077Z","Design","Ready"
"2817382","2026-07-21T02:34:13.503Z","","Design"
"2817382","2026-08-17T23:26:28.653Z","Design","Ready"
"2817383","2026-07-21T02:34:13.503Z","","Design"
"2817383","2026-08-17T23:26:28.653Z","Design","Ready"
"2817384","2026-07-21T02:34:13.503Z","","Design"
"2817384","2026-08-17T23:26:28.653Z","Design","Ready"
"2817385","2026-07-21T02:34:26.617Z","","Design"
"2817385","2026-08-17T23:26:28.653Z","Design","Ready"
"2817386","2026-07-21T02:34:26.617Z","","Design"
"2817386","2026-08-17T23:26:28.653Z","Design","Ready"
"2817387","2026-07-21T02:34:26.617Z","","Design"
"2817387","2026-08-17T23:26:28.653Z","Design","Ready"
"2817388","2026-07-21T02:34:26.617Z","","Design"
"2817388","2026-08-17T23:26:28.653Z","Design","Ready"
"2817389","2026-07-21T02:34:26.617Z","","Design"
"2817389","2026-08-17T23:26:28.653Z","Design","Ready"
"2817390","2026-07-21T02:34:26.617Z","","Design"
"2817390","2026-08-17T23:26:28.653Z","Design","Ready"
"2817391","2026-07-21T02:34:26.617Z","","Design"
"2817391","2026-08-17T23:26:28.653Z","Design","Ready"
"2817392","2026-07-21T02:34:26.617Z","","Design"
"2817392","2026-08-17T23:26:28.653Z","Design","Ready"
"2817393","2026-07-21T02:34:26.617Z","","Design"
"2817393","2026-08-17T23:26:28.653Z","Design","Ready"
"2817394","2026-07-21T02:34:26.617Z","","Design"
"2817394","2026-08-17T23:26:28.653Z","Design","Ready"
"2817395","2026-07-21T02:34:26.617Z","","Design"
"2817395","2026-08-17T23:26:28.653Z","Design","Ready"
"2817396","2026-07-21T02:34:26.617Z","","Design"
"2817396","2026-08-17T23:26:28.653Z","Design","Ready"
"2817397","2026-07-21T02:34:26.617Z","","Design"
"2817397","2026-08-17T23:26:28.653Z","Design","Ready"
"2817398","2026-07-21T02:34:37.897Z","","Design"
"2817398","2026-08-17T23:26:28.653Z","Design","Ready"
"2817399","2026-07-21T02:34:37.897Z","","Design"
"2817399","2026-08-17T23:26:28.653Z","Design","Ready"
"2817400","2026-07-21T02:34:37.897Z","","Design"
"2817400","2026-08-17T23:26:28.653Z","Design","Ready"
"2817401","2026-07-21T02:34:37.897Z","","Design"
"2817401","2026-08-17T23:26:28.653Z","Design","Ready"
"2817402","2026-07-21T02:34:37.897Z","","Design"
"2817402","2026-08-17T23:26:28.653Z","Design","Ready"
"2817403","2026-07-21T02:34:37.897Z","","Design"
"2817403","2026-08-17T23:26:28.653Z","Design","Ready"
"2817404","2026-07-21T02:34:37.897Z","","Design"
"2817404","2026-08-17T23:26:28.653Z","Design","Ready"
"2817405","2026-07-21T02:34:37.897Z","","Design"
"2817405","2026-08-17T23:26:28.653Z","Design","Ready"
"2817406","2026-07-21T02:34:37.897Z","","Design"
"2817406","2026-08-17T23:26:28.653Z","Design","Ready"
"2817407","2026-07-21T02:34:37.897Z","","Design"
"2817407","2026-08-17T23:26:28.653Z","Design","Ready"
"2817408","2026-07-21T02:34:37.897Z","","Design"
"2817408","2026-08-17T23:26:28.653Z","Design","Ready"
"2817409","2026-07-21T02:34:37.897Z","","Design"
"2817409","2026-08-17T23:26:28.653Z","Design","Ready"
"2817410","2026-07-21T02:34:37.897Z","","Design"
"2817410","2026-08-17T23:26:28.653Z","Design","Ready"
"2817411","2026-07-21T02:34:37.897Z","","Design"
"2817411","2026-08-17T23:26:28.653Z","Design","Ready"
"2817412","2026-07-21T02:34:37.897Z","","Design"
"2817412","2026-08-17T23:26:28.653Z","Design","Ready"
"2817413","2026-07-21T02:34:37.897Z","","Design"
"2817413","2026-08-17T23:26:28.653Z","Design","Ready"
"2817414","2026-07-21T02:34:37.897Z","","Design"
"2817414","2026-08-17T23:26:28.653Z","Design","Ready"
"2817415","2026-07-21T02:34:37.897Z","","Design"
"2817415","2026-08-17T23:26:28.653Z","Design","Ready"
"2817416","2026-07-21T02:34:37.897Z","","Design"
"2817416","2026-08-17T23:26:28.653Z","Design","Ready"
"2817417","2026-07-21T02:34:37.897Z","","Design"
"2817417","2026-08-17T23:26:28.653Z","Design","Ready"
"2817418","2026-07-21T02:34:37.897Z","","Design"
"2817418","2026-08-17T23:26:28.653Z","Design","Ready"
"2817419","2026-07-21T02:34:37.897Z","","Design"
"2817419","2026-08-17T23:26:28.653Z","Design","Ready"
"2828050","2026-07-29T04:09:15.42Z","","Design"
"2828050","2026-09-02T02:28:57.663Z","Design","Ready"
"2828050","2026-09-09T00:11:43.557Z","Ready","Design"
"2832775","2026-08-04T07:16:45.133Z","","Design"
"2832775","2026-09-01T10:32:53.593Z","Design","Ready"
"2850459","2026-08-17T18:53:39.953Z","","Design"
"2850460","2026-08-17T18:53:39.953Z","","Design"
"2850461","2026-08-17T18:53:39.953Z","","Design"
"2850462","2026-08-17T18:53:39.953Z","","Design"
"2850463","2026-08-17T18:53:39.953Z","","Design"
"2850464","2026-08-17T18:53:39.953Z","","Design"
"2850465","2026-08-17T18:53:39.953Z","","Design"
"2850466","2026-08-17T18:53:39.953Z","","Design"
"2850467","2026-08-17T18:53:39.953Z","","Design"
"2850468","2026-08-17T18:53:39.953Z","","Design"
"2850469","2026-08-17T18:53:39.953Z","","Design"
"2850470","2026-08-17T18:53:39.953Z","","Design"
"2850471","2026-08-17T18:53:39.953Z","","Design"
"2850472","2026-08-17T18:53:39.953Z","","Design"
"2850473","2026-08-17T18:53:39.953Z","","Design"
"2850474","2026-08-17T18:53:39.953Z","","Design"
"2850475","2026-08-17T18:53:39.953Z","","Design"
"2850476","2026-08-17T18:53:39.953Z","","Design"
"2850477","2026-08-17T18:53:39.953Z","","Design"
"2850478","2026-08-17T18:53:39.953Z","","Design"
"2850479","2026-08-17T18:53:39.953Z","","Design"
"2850480","2026-08-17T18:53:39.953Z","","Design"
"2850481","2026-08-17T18:53:39.953Z","","Design"
"2850482","2026-08-17T18:53:39.953Z","","Design"
"2850483","2026-08-17T18:53:39.953Z","","Design"
"2850484","2026-08-17T18:53:39.953Z","","Design"
"2850485","2026-08-17T18:53:39.953Z","","Design"
"2850486","2026-08-17T18:53:56.507Z","","Design"
"2850487","2026-08-17T18:53:56.507Z","","Design"
"2850488","2026-08-17T18:53:56.507Z","","Design"
"2850489","2026-08-17T18:53:56.507Z","","Design"
"2850490","2026-08-17T18:53:56.507Z","","Design"
"2850491","2026-08-17T18:53:56.507Z","","Design"
"2850492","2026-08-17T18:53:56.507Z","","Design"
"2850493","2026-08-17T18:53:56.507Z","","Design"
"2850494","2026-08-17T18:53:56.507Z","","Design"
"2850495","2026-08-17T18:53:56.507Z","","Design"
"2850496","2026-08-17T18:53:56.507Z","","Design"
"2850497","2026-08-17T18:53:56.507Z","","Design"
"2850498","2026-08-17T18:53:56.507Z","","Design"
"2850499","2026-08-17T18:53:56.507Z","","Design"
"2850500","2026-08-17T18:53:56.507Z","","Design"
"2850501","2026-08-17T18:53:56.507Z","","Design"
"2850502","2026-08-17T18:53:56.507Z","","Design"
"2850503","2026-08-17T18:53:56.507Z","","Design"
"2850504","2026-08-17T18:53:56.507Z","","Design"
"2850505","2026-08-17T18:53:56.507Z","","Design"
"2850506","2026-08-17T18:53:56.507Z","","Design"
"2850507","2026-08-17T18:53:56.507Z","","Design"
"2850508","2026-08-17T18:53:56.507Z","","Design"
"2850509","2026-08-17T18:53:56.507Z","","Design"
"2850510","2026-08-17T18:53:56.507Z","","Design"
"2850511","2026-08-17T18:53:56.507Z","","Design"
"2850512","2026-08-17T18:53:56.507Z","","Design"
"2857338","2026-08-25T07:31:04.037Z","","Design"
"2857353","2026-08-25T07:31:24.927Z","","Design"
"2865683","2026-09-02T03:52:46.06Z","","Design"
"2865683","2026-09-02T03:54:37.577Z","Design","Ready"
"2865690","2026-09-02T03:54:05.027Z","","Design"
"2865690","2026-09-02T03:54:45.31Z","Design","Ready"
"2870095","2026-09-08T06:36:49.553Z","","Design"
"2870095","2026-09-10T01:37:36.21Z","Design","Ready"
"2870752","2026-09-08T16:02:39.52Z","","Design"
"2870753","2026-09-08T16:02:55.343Z","","Design"
"2871246","2026-09-08T23:54:50.02Z","","Design"
"2871257","2026-09-09T00:23:26.25Z","","Design"
"2871257","2026-09-09T03:20:46.533Z","Design","Ready"
"2871259","2026-09-09T00:23:48.683Z","","Design"
"2871259","2026-09-15T00:32:46.903Z","Design","Ready"
"2871260","2026-09-09T00:24:06.93Z","","Design"
"2871260","2026-09-15T00:32:38.337Z","Design","Ready"
"2871261","2026-09-09T00:24:20.57Z","","Design"
"2871261","2026-09-15T00:32:29.27Z","Design","Ready"
"2872519","2026-09-10T01:38:35.54Z","","Design"
"2872519","2026-09-10T01:38:38.613Z","Design","Ready"
"2872521","2026-09-10T01:44:22.647Z","","Design"
"2872521","2026-09-10T01:44:27.77Z","Design","Ready"
"2872584","2026-09-10T03:34:30.51Z","","Design"
"2872585","2026-09-10T03:34:57.623Z","","Design"
